,Issuer Name,Insured Bonds,State Code,Mod Dur (Mid),Iss Spd Wst,Issue Date,Cpn,Maturity,Mty Size,Yield at Issue,YTW Sprd to Mty at Iss,MSRB Volume,BBG Composite,LQA Score,County,USPS,NAME,INTPTLAT,INTPTLONG                                                                                                               
1972,Williamson County Municipal Utility District No 22,N,TX,1.990829139,99.94994154,6/8/2017,2.75,9/1/2024,50000,2.75,99.94994154,,,65,Williamson,TX,Williamson,30.649082,-97.605065
1973,Williamson County Municipal Utility District No 12,Y,TX,0.036094428,88.12303296,9/28/2017,5,8/15/2022,185000,2,88.12303296,,AA-,97,Williamson,TX,Williamson,30.649082,-97.605065
1974,Williamson County Municipal Utility District No 12,Y,TX,0.991407464,88.40008289,9/28/2017,5,8/15/2023,195000,2.15,88.40008289,,AA-,90,Williamson,TX,Williamson,30.649082,-97.605065
1975,Williamson County Municipal Utility District No 12,Y,TX,1.901388285,88.34382691,9/28/2017,5,8/15/2024,205000,2.3,88.34382691,60000,AA-,83,Williamson,TX,Williamson,30.649082,-97.605065
1976,Williamson County Municipal Utility District No 19,N,TX,0.036091105,106.5248783,9/7/2017,3,8/15/2022,60000,2.2,106.5248783,,,99,Travis,TX,Travis,30.239513,-97.69127
1977,Williamson County Municipal Utility District No 19,N,TX,1.003535855,111.7710294,9/7/2017,3,8/15/2023,60000,2.4,111.7710294,,,85,Travis,TX,Travis,30.239513,-97.69127
1978,Williamson County Municipal Utility District No 19,N,TX,1.940897752,116.6893517,9/7/2017,3,8/15/2024,65000,2.6,116.6893517,,,71,Travis,TX,Travis,30.239513,-97.69127
1979,City of West Liberty IA,N,IA,0.817856653,43.1597938,6/1/2017,3,6/1/2023,100000,2,43.1597938,,,72,Muscatine,IA,Muscatine,41.483776,-91.118699
1980,City of West Liberty IA,N,IA,1.77242009,41.93482717,6/1/2017,3,6/1/2024,100000,2.15,41.93482717,,,52,Muscatine,IA,Muscatine,41.483776,-91.118699
1981,City of West Liberty IA,N,IA,2.699051002,40.89281047,6/1/2017,3,6/1/2025,105000,2.3,40.89281047,,,39,Muscatine,IA,Muscatine,41.483776,-91.118699
1982,Town of West Newbury MA,N,MA,1.076731968,9.456192577,9/28/2017,5,9/15/2023,40000,1.4,9.456192577,,,89,Essex,MA,Essex,42.642708,-70.864909
1983,Town of West Newbury MA,N,MA,1.990069878,9.749898435,9/28/2017,5,9/15/2024,40000,1.55,9.749898435,,,81,Essex,MA,Essex,42.642708,-70.864909
1984,Town of West Newbury MA,N,MA,2.864860656,14.97612313,9/28/2017,5,9/15/2025,45000,1.75,14.97612313,,,73,Essex,MA,Essex,42.642708,-70.864909
1985,Town of West Newbury MA,N,MA,3.703547546,16.83367509,9/28/2017,5,9/15/2026,45000,1.9,16.83367509,,,65,Essex,MA,Essex,42.642708,-70.864909
1986,Town of West Newbury MA,N,MA,4.508279832,21.3203845,9/28/2017,5,9/15/2027,45000,2.05,21.3203845,,,60,Essex,MA,Essex,42.642708,-70.864909
1987,City of West Sacramento CA,N,CA,0.080449788,115.7165535,9/6/2017,2,9/1/2022,130000,2.3,115.7165535,,,99,Yolo,CA,Yolo,38.679609,-121.90275
1988,City of West Sacramento CA,N,CA,1.052201869,114.7014344,9/6/2017,2.25,9/1/2023,135000,2.44,114.7014344,,,80,Yolo,CA,Yolo,38.679609,-121.90275
1989,City of West Sacramento CA,N,CA,2.000707048,121.3665759,9/6/2017,2.25,9/1/2024,130000,2.66,121.3665759,,,63,Yolo,CA,Yolo,38.679609,-121.90275
1990,City of West Sacramento CA,N,CA,2.914818801,127.0402696,9/6/2017,2.5,9/1/2025,135000,2.87,127.0402696,,,47,Yolo,CA,Yolo,38.679609,-121.90275
1991,City of West Sacramento CA,N,CA,3.636099431,127.3510829,9/6/2017,5,9/1/2026,140000,3.01,127.3510829,,,41,Yolo,CA,Yolo,38.679609,-121.90275
1992,City of West Sacramento CA,N,CA,4.624591354,131.2071928,9/6/2017,3,9/1/2027,150000,3.16,131.2071928,,,28,Yolo,CA,Yolo,38.679609,-121.90275
1993,West Sacramento Financing Authority,Y,CA,0.163632522,0.307972603,11/7/2017,4,10/1/2022,320000,1.41,0.307972603,,,96,Yolo,CA,Yolo,38.679609,-121.90275
1994,West Sacramento Financing Authority,Y,CA,1.126341087,3.82509589,11/7/2017,4,10/1/2023,335000,1.57,3.82509589,60000,,88,Yolo,CA,Yolo,38.679609,-121.90275
1995,West Sacramento Financing Authority,Y,CA,2.051896809,6.949424658,11/7/2017,4,10/1/2024,345000,1.73,6.949424658,,,77,Yolo,CA,Yolo,38.679609,-121.90275
1996,West Sacramento Financing Authority,Y,CA,2.943660746,8.02240274,11/7/2017,4,10/1/2025,360000,1.87,8.02240274,,,66,Yolo,CA,Yolo,38.679609,-121.90275
1997,West Sacramento Financing Authority,Y,CA,3.803040254,10.65604658,11/7/2017,4,10/1/2026,375000,2.01,10.65604658,,,58,Yolo,CA,Yolo,38.679609,-121.90275
1998,West Sacramento Financing Authority,Y,CA,4.631688693,16.71868767,11/7/2017,4,10/1/2027,390000,2.16,16.71868767,,,52,Yolo,CA,Yolo,38.679609,-121.90275
1999,West Williamson County Municipal Utility District No 1,N,TX,0.080460777,107.1050182,3/1/2017,2.85,9/1/2022,50000,2.85,107.1050182,,,95,#N/A Field Not Applicable,TX,Williamson County,30.649082,-97.605065
2000,West Williamson County Municipal Utility District No 1,N,TX,1.047868854,108.3320236,3/1/2017,3,9/1/2023,75000,3,108.3320236,,,74,#N/A Field Not Applicable,TX,Williamson County,30.649082,-97.605065
2001,West Williamson County Municipal Utility District No 1,N,TX,1.981212368,114.696541,3/1/2017,3.2,9/1/2024,75000,3.2,114.696541,,,62,#N/A Field Not Applicable,TX,Williamson County,30.649082,-97.605065
2002,County of Westchester NY,N,NY,0.896273558,-8.61290411,12/14/2017,5,7/1/2023,985000,1.66,-8.61290411,250000,AA+,90,Westchester,NY,Westchester,41.152686,-73.745753
2003,County of Westchester NY,N,NY,1.830338939,-10.9916274,12/14/2017,5,7/1/2024,1035000,1.72,-10.9916274,30000,AA+,85,Westchester,NY,Westchester,41.152686,-73.745753
2004,County of Westchester NY,N,NY,2.723825067,-13.69643562,12/14/2017,5,7/1/2025,1085000,1.78,-13.69643562,,AA+,76,Westchester,NY,Westchester,41.152686,-73.745753
2005,County of Westchester NY,N,NY,3.580147643,-15.21521096,12/14/2017,5,7/1/2026,1140000,1.85,-15.21521096,30000,AA+,70,Westchester,NY,Westchester,41.152686,-73.745753
2006,County of Westchester NY,N,NY,4.402412468,-14.06894795,12/14/2017,5,7/1/2027,1195000,1.93,-14.06894795,,AA+,63,Westchester,NY,Westchester,41.152686,-73.745753
2007,State of Texas,N,TX,0.00555405,14.94547077,6/20/2017,5,8/1/2022,1855000,1.42,14.94547077,30000,AAA,97,Travis,TX,Travis,30.239513,-97.69127
2008,State of Texas,N,TX,2.805369028,18.32965802,6/20/2017,5,8/1/2025,515000,1.93,18.32965802,,AAA,75,Travis,TX,Travis,30.239513,-97.69127
2009,State of Texas,N,TX,3.65953598,21.54613513,6/20/2017,5,8/1/2026,580000,2.1,21.54613513,,AAA,68,Travis,TX,Travis,30.239513,-97.69127
2010,Texas Water Development Board,N,TX,1.166954252,39.12376191,10/12/2017,2.38,10/15/2023,545000,2.38,39.12376191,,AAA,82,Travis,TX,Travis,30.239513,-97.69127
2011,Texas Water Development Board,N,TX,2.105583774,49.53936595,10/12/2017,2.59,10/15/2024,555000,2.59,49.53936595,,AAA,69,Travis,TX,Travis,30.239513,-97.69127
2012,Texas Water Development Board,N,TX,3.891932042,61.51484033,10/12/2017,2.82,10/15/2026,465000,2.82,61.51484033,,AAA,55,Travis,TX,Travis,30.239513,-97.69127
2013,Texas Water Development Board,N,TX,4.736154815,66.48148452,10/12/2017,2.92,10/15/2027,480000,2.92,66.48148452,,AAA,49,Travis,TX,Travis,30.239513,-97.69127
2014,Texas Water Development Board,N,TX,4.89053439,21.3241589,10/12/2017,2,10/15/2027,120000,2.13,21.3241589,,AAA,51,Travis,TX,Travis,30.239513,-97.69127
2015,City of Thief River Falls MN,N,MN,1.463158051,12.29902892,5/25/2017,3,2/1/2024,215000,1.8,12.29902892,50000,,85,Pennington,MN,Pennington,48.069247,-96.037725
2016,City of Thief River Falls MN,N,MN,2.4037311,6.07173271,5/25/2017,3,2/1/2025,220000,1.9,6.07173271,,,78,Pennington,MN,Pennington,48.069247,-96.037725
2017,City of Thief River Falls MN,N,MN,3.317699083,1.082303481,5/25/2017,3,2/1/2026,230000,2,1.082303481,,,72,Pennington,MN,Pennington,48.069247,-96.037725
2018,City of Thief River Falls MN,N,MN,4.205415096,-1.349475453,5/25/2017,3,2/1/2027,235000,2.1,-1.349475453,,,68,Pennington,MN,Pennington,48.069247,-96.037725
2019,City of Thief River Falls MN,N,MN,0.494416143,28.02451265,8/15/2017,3,2/1/2023,120000,1.65,28.02451265,,,89,Pennington,MN,Pennington,48.069247,-96.037725
2020,City of Thief River Falls MN,N,MN,1.462828304,28.44981828,8/15/2017,3,2/1/2024,120000,1.8,28.44981828,,,75,Pennington,MN,Pennington,48.069247,-96.037725
2021,City of Thief River Falls MN,N,MN,2.402765242,28.58799734,8/15/2017,3,2/1/2025,125000,1.95,28.58799734,,,66,Pennington,MN,Pennington,48.069247,-96.037725
2022,City of Wichita KS Water & Sewer Utility Revenue,N,KS,0.163687434,14.25368713,6/1/2017,5,10/1/2022,2590000,1.58,14.25368713,1330000,,96,Sedgwick,KS,Sedgwick,37.681045,-97.461054
2023,City of Wichita KS Water & Sewer Utility Revenue,N,KS,2.034176898,18.60943766,6/1/2017,5,10/1/2024,2855000,1.95,18.60943766,,,70,Sedgwick,KS,Sedgwick,37.681045,-97.461054
2024,City of Wichita KS Water & Sewer Utility Revenue,N,KS,2.908430681,20.93359972,6/1/2017,5,10/1/2025,3005000,2.13,20.93359972,90000,,65,Sedgwick,KS,Sedgwick,37.681045,-97.461054
2025,Wilbarger Creek Municipal Utility District No 2,Y,TX,0.080470876,91.15438126,5/2/2017,4,9/1/2022,5000,2.5,91.15438126,,AA-,95,Travis,TX,Travis,30.239513,-97.69127
2026,Wilbarger Creek Municipal Utility District No 2,Y,TX,1.041896184,94.20090599,5/2/2017,4,9/1/2023,5000,2.7,94.20090599,,AA-,86,Travis,TX,Travis,30.239513,-97.69127
2027,Wilbarger Creek Municipal Utility District No 2,Y,TX,1.965797018,97.6136958,5/2/2017,4,9/1/2024,5000,2.9,97.6136958,,AA-,73,Travis,TX,Travis,30.239513,-97.69127
2028,Wilkinsburg-Penn Joint Water Authority/The,N,PA,0.119303241,40.59534944,4/26/2017,5,9/15/2022,1035000,2,40.59534944,15000,,88,Allegheny,PA,Allegheny,40.469757,-79.980451
2029,Williamson County Water Sewer Irrigation & Drainage District No 3,Y,TX,0.080466058,36.62526819,9/13/2017,2,9/1/2022,125000,1.55,36.62526819,,A+,97,Travis,TX,Travis,30.239513,-97.69127
2030,Williamson County Water Sewer Irrigation & Drainage District No 3,Y,TX,1.055328724,36.87780927,9/13/2017,2,9/1/2023,125000,1.7,36.87780927,,A+,72,Travis,TX,Travis,30.239513,-97.69127
2031,Williamson County Water Sewer Irrigation & Drainage District No 3,Y,TX,2.009180782,41.71952696,9/13/2017,2,9/1/2024,125000,1.9,41.71952696,,A+,54,Travis,TX,Travis,30.239513,-97.69127
2032,City of Tucson AZ Water System Revenue,N,AZ,0.894165101,11.39147922,6/28/2017,5,7/1/2023,5425000,1.47,11.39147922,20000,AA,86,Pima,AZ,Pima,32.128038,-111.783657
2033,City of Tucson AZ Water System Revenue,N,AZ,3.579958129,16.14212766,6/28/2017,5,7/1/2026,7580000,1.94,16.14212766,25000,AA,75,Pima,AZ,Pima,32.128038,-111.783657
2034,City of Tulare CA Water Revenue,Y,CA,0.329466757,10.92964384,12/6/2017,4,12/1/2022,365000,1.63,10.92964384,,,89,#N/A Field Not Applicable,CA,Tulare County,36.228834,-118.781055
2035,City of Tulare CA Water Revenue,Y,CA,2.216785061,12.72884932,12/6/2017,4,12/1/2024,395000,1.86,12.72884932,,,58,#N/A Field Not Applicable,CA,Tulare County,36.228834,-118.781055
2036,City of Tulare CA Water Revenue,Y,CA,3.108328233,13.4840274,12/6/2017,4,12/1/2025,415000,1.98,13.4840274,25000,,47,#N/A Field Not Applicable,CA,Tulare County,36.228834,-118.781055
2037,City of Tulare CA Water Revenue,Y,CA,3.96749586,17.00265753,12/6/2017,4,12/1/2026,430000,2.11,17.00265753,,,40,#N/A Field Not Applicable,CA,Tulare County,36.228834,-118.781055
2038,Turtle Run Community Development District,Y,FL,0.736569596,82.73876712,11/29/2017,2.125,5/1/2023,85000,2.32,82.73876712,,AA-,85,Broward,FL,Broward,26.193535,-80.476683
2039,Turtle Run Community Development District,Y,FL,3.536882277,95.21730137,11/29/2017,2.6,5/1/2026,90000,2.76,95.21730137,225000,AA-,48,Broward,FL,Broward,26.193535,-80.476683
2040,Turtle Run Community Development District,Y,FL,5.250739313,103.5419562,11/29/2017,2.875,5/1/2028,95000,3,103.5419562,,AA-,35,Broward,FL,Broward,26.193535,-80.476683
2041,Village of Sussex WI Water System Revenue,Y,WI,0.81650577,33.99813523,9/12/2017,3,6/1/2023,100000,1.6,33.99813523,,AA-,87,Waukesha,WI,Waukesha,43.018368,-88.30424
2042,Village of Sussex WI Water System Revenue,Y,WI,1.769396406,34.08485759,9/12/2017,3,6/1/2024,100000,1.75,34.08485759,,AA-,76,Waukesha,WI,Waukesha,43.018368,-88.30424
2043,Village of Sussex WI Water System Revenue,Y,WI,2.694712103,34.0281406,9/12/2017,3,6/1/2025,200000,1.9,34.0281406,,AA-,66,Waukesha,WI,Waukesha,43.018368,-88.30424
2044,Village of Sussex WI Water System Revenue,Y,WI,3.593276179,30.13848589,9/12/2017,3,6/1/2026,200000,2,30.13848589,,AA-,58,Waukesha,WI,Waukesha,43.018368,-88.30424
2045,City of Sweeny TX,Y,TX,0.522958914,88.07822355,1/1/2017,4,2/15/2023,50000,2.9,88.07822355,,,85,Brazoria,TX,Brazoria,29.167817,-95.434647
2046,City of Sweeny TX,Y,TX,3.24808251,79.8285116,1/1/2017,4,2/15/2026,60000,3.2,79.8285116,,,74,Brazoria,TX,Brazoria,29.167817,-95.434647
2047,City of Sweeny TX,Y,TX,1.465666037,84.66512071,1/1/2017,4,2/15/2024,55000,3,84.66512071,,,88,Brazoria,TX,Brazoria,29.167817,-95.434647
2048,City of Sweeny TX,Y,TX,2.373232387,81.49962812,1/1/2017,4,2/15/2025,55000,3.1,81.49962812,,,81,Brazoria,TX,Brazoria,29.167817,-95.434647
2049,Sweetwater Authority,N,CA,0.648338823,9.251041096,12/12/2017,5,4/1/2023,510000,1.8,9.251041096,,,94,San Diego,CA,San Diego,33.023604,-116.776117
2050,Sweetwater Authority,N,CA,1.582152603,8.982334247,12/12/2017,5,4/1/2024,535000,1.9,8.982334247,,,86,San Diego,CA,San Diego,33.023604,-116.776117
2051,Sweetwater Authority,N,CA,2.475031576,8.675827397,12/12/2017,5,4/1/2025,565000,2,8.675827397,60000,,78,San Diego,CA,San Diego,33.023604,-116.776117
2052,Sweetwater Authority,N,CA,3.330775304,13.31511233,12/12/2017,5,4/1/2026,595000,2.15,13.31511233,,,72,San Diego,CA,San Diego,33.023604,-116.776117
2053,Sweetwater Authority,N,CA,4.152295006,15.21451507,12/12/2017,5,4/1/2027,620000,2.25,15.21451507,30000,,67,San Diego,CA,San Diego,33.023604,-116.776117
2054,Sweetwater Authority,N,CA,4.941703668,21.19139178,12/12/2017,5,4/1/2028,655000,2.38,21.19139178,80000,,63,San Diego,CA,San Diego,33.023604,-116.776117
2055,Village of Wauconda IL,N,IL,0.408903533,77.70382678,9/1/2017,3,12/30/2022,125000,2,77.70382678,,,96,Lake,IL,Lake,42.185968,-87.805939
2056,Village of Wauconda IL,N,IL,1.376084413,72.83586361,9/1/2017,3,12/30/2023,125000,2.1,72.83586361,,,85,Lake,IL,Lake,42.185968,-87.805939
2057,Village of Wauconda IL,N,IL,2.314955407,67.68232353,9/1/2017,3,12/30/2024,125000,2.2,67.68232353,10000,,78,Lake,IL,Lake,42.185968,-87.805939
2058,City of Wausau WI Water System Revenue,N,WI,0.732174715,19.42860274,12/5/2017,4,5/1/2023,385000,1.76,19.42860274,,,91,Marathon,WI,Marathon,44.898036,-89.757823
2059,City of Wausau WI Water System Revenue,N,WI,1.674905332,20.80644932,12/5/2017,4,5/1/2024,405000,1.88,20.80644932,,,84,Marathon,WI,Marathon,44.898036,-89.757823
2060,City of Wausau WI Water System Revenue,N,WI,2.582994711,22.03916164,12/5/2017,4,5/1/2025,420000,2,22.03916164,,,73,Marathon,WI,Marathon,44.898036,-89.757823
2061,City of Wausau WI Water System Revenue,N,WI,3.45838267,22.48273425,12/5/2017,4,5/1/2026,435000,2.11,22.48273425,50000,,64,Marathon,WI,Marathon,44.898036,-89.757823
2062,City of Wausau WI Water System Revenue,N,WI,4.302647882,24.44062192,12/5/2017,4,5/1/2027,110000,2.21,24.44062192,,,56,Marathon,WI,Marathon,44.898036,-89.757823
2063,City of Wauwatosa WI Waterworks System Revenue,N,WI,1.380719875,34.05291233,11/3/2017,3,1/1/2024,125000,1.85,34.05291233,,,76,Milwaukee,WI,Milwaukee,42.912643,-87.862312
2064,City of Wauwatosa WI Waterworks System Revenue,N,WI,2.321199758,35.76793699,11/3/2017,3,1/1/2025,125000,2,35.76793699,,,64,Milwaukee,WI,Milwaukee,42.912643,-87.862312
2065,City of Wauwatosa WI Waterworks System Revenue,N,WI,3.234848589,32.82695616,11/3/2017,3,1/1/2026,125000,2.1,32.82695616,,,50,Milwaukee,WI,Milwaukee,42.912643,-87.862312
2066,City of Wauwatosa WI Waterworks System Revenue,N,WI,4.122135776,31.72885753,11/3/2017,3,1/1/2027,125000,2.2,31.72885753,,,39,Milwaukee,WI,Milwaukee,42.912643,-87.862312
2067,Town of Wayland MA,N,MA,0.731002404,4.454544605,4/6/2017,5,5/1/2023,595000,1.78,4.454544605,120000,,95,Middlesex,MA,Middlesex,42.481718,-71.394916
2068,Town of Wayland MA,N,MA,2.558957461,4.608410388,4/6/2017,5,5/1/2025,580000,2.11,4.608410388,30000,,83,Middlesex,MA,Middlesex,42.481718,-71.394916
2069,Town of Westport CT,N,CT,2.597100943,0.311556817,5/19/2017,5,5/15/2025,305000,1.87,0.311556817,,,66,Fairfield,CT,Fairfield,41.227413,-73.367061
2070,Village of Tremont IL,Y,IL,0.411242583,95.84450137,11/30/2017,3,1/1/2023,160000,2.5,95.84450137,,,98,Tazewell,IL,Tazewell,40.508074,-89.51626
2071,Village of Tremont IL,Y,IL,1.377184122,100.3212466,11/30/2017,3,1/1/2024,165000,2.65,100.3212466,,,84,Tazewell,IL,Tazewell,40.508074,-89.51626
2072,Village of Tremont IL,Y,IL,2.293129194,105.1602329,11/30/2017,4,1/1/2025,165000,2.8,105.1602329,,,77,Tazewell,IL,Tazewell,40.508074,-89.51626
2073,City of Trenton NJ,Y,NJ,1.561434412,57.44528173,6/13/2017,3,3/15/2024,1010000,2.03,57.44528173,30000,AA-,74,Mercer,NJ,Mercer,40.282503,-74.703724
2074,City of Trenton NJ,Y,NJ,2.487364623,64.63265734,6/13/2017,3,3/15/2025,1110000,2.26,64.63265734,,AA-,60,Mercer,NJ,Mercer,40.282503,-74.703724
2075,Trinity River Authority,N,TX,1.44780692,19.38115378,7/1/2017,5,2/1/2024,795000,1.65,19.38115378,40000,,85,Tarrant,TX,Tarrant,32.772119,-97.291224
2076,Trinity River Authority Central Regional Wastewater System Revenue,N,TX,0.005555319,24.02697525,5/1/2017,3,8/1/2022,7955000,1.69,24.02697525,20000,AAA,99,Tarrant,TX,Tarrant,32.772119,-97.291224
2077,City of Temple TX,N,TX,0.005555283,12.65707397,11/8/2017,5,8/1/2022,975000,1.45,12.65707397,,,98,Bell,TX,Bell,31.04275,-97.481268
2078,City of Temple TX,N,TX,2.803510134,19.57031507,11/8/2017,5,8/1/2025,1365000,1.9,19.57031507,,,77,Bell,TX,Bell,31.04275,-97.481268
2079,City of Temple TX,N,TX,3.657111737,22.9552137,11/8/2017,5,8/1/2026,1435000,2.05,22.9552137,30000,,72,Bell,TX,Bell,31.04275,-97.481268
2080,City of Temple TX Utility System Revenue,N,TX,1.912223653,24.67071571,9/12/2017,5,8/1/2024,1385000,1.68,24.67071571,200000,,82,Bell,TX,Bell,31.04275,-97.481268
2081,Town of Westport CT,N,CT,0.76959321,-4.220918211,5/19/2017,5,5/15/2023,310000,1.5,-4.220918211,,,90,Fairfield,CT,Fairfield,41.227413,-73.367061
2082,Town of Westport CT,N,CT,1.703667586,-5.512001809,5/19/2017,5,5/15/2024,310000,1.65,-5.512001809,,,78,Fairfield,CT,Fairfield,41.227413,-73.367061
2083,Village of Tremont IL,Y,IL,3.181801685,109.3236192,11/30/2017,4,1/1/2026,175000,2.95,109.3236192,,,68,Tazewell,IL,Tazewell,40.508074,-89.51626
2084,Village of Tremont IL,Y,IL,4.03794266,110.394663,11/30/2017,4,1/1/2027,180000,3.05,110.394663,,,61,Tazewell,IL,Tazewell,40.508074,-89.51626
2085,City of Trenton NJ,Y,NJ,0.607906853,53.39109252,6/13/2017,3,3/15/2023,960000,1.83,53.39109252,500000,AA-,88,Mercer,NJ,Mercer,40.282503,-74.703724
2086,City of Trenton NJ,Y,NJ,4.260350955,76.89698496,6/13/2017,3,3/15/2027,1120000,2.65,76.89698496,,AA-,37,Mercer,NJ,Mercer,40.282503,-74.703724
2087,Trinity River Authority,N,TX,0.494638797,19.78429366,7/1/2017,5,2/1/2023,750000,1.51,19.78429366,30000,,94,Tarrant,TX,Tarrant,32.772119,-97.291224
2088,Trinity River Authority,N,TX,3.235486427,21.84106502,7/1/2017,5,2/1/2026,885000,1.96,21.84106502,130000,,71,Tarrant,TX,Tarrant,32.772119,-97.291224
2089,Trinity River Authority,N,TX,4.072453321,24.02593947,7/1/2017,5,2/1/2027,930000,2.1,24.02593947,,,64,Tarrant,TX,Tarrant,32.772119,-97.291224
2090,Trinity River Authority Central Regional Wastewater System Revenue,N,TX,1.91254313,11.15637382,5/1/2017,5,8/1/2024,5750000,1.89,11.15637382,75000,AAA,88,Tarrant,TX,Tarrant,32.772119,-97.291224
2091,Trinity River Authority Central Regional Wastewater System Revenue,N,TX,3.76770805,39.20897127,5/1/2017,3,8/1/2026,14755000,2.47,39.20897127,150000,AAA,66,Tarrant,TX,Tarrant,32.772119,-97.291224
2092,City of Tucson AZ Water System Revenue,N,AZ,2.723302818,10.37535076,6/28/2017,5,7/1/2025,7220000,1.75,10.37535076,900000,AA,84,Pima,AZ,Pima,32.128038,-111.783657
2093,City of Tucson AZ Water System Revenue,N,AZ,4.401589574,17.29454843,6/28/2017,5,7/1/2027,7955000,2.06,17.29454843,20000,AA,67,Pima,AZ,Pima,32.128038,-111.783657
2094,Tulsa Metropolitan Utility Authority,N,OK,1.463771832,24.60865398,2/3/2017,3,2/1/2024,1965000,2.22,24.60865398,,AA+,70,Tulsa,OK,Tulsa,36.120318,-95.941813
2095,Turtle Run Community Development District,Y,FL,1.698259043,86.26139726,11/29/2017,2.25,5/1/2024,85000,2.46,86.26139726,,AA-,70,Broward,FL,Broward,26.193535,-80.476683
2096,Turtle Run Community Development District,Y,FL,2.630362439,90.61496986,11/29/2017,2.5,5/1/2025,90000,2.61,90.61496986,,AA-,58,Broward,FL,Broward,26.193535,-80.476683
2097,Turtle Run Community Development District,Y,FL,4.409557462,102.3593644,11/29/2017,2.75,5/1/2027,95000,2.91,102.3593644,,AA-,41,Broward,FL,Broward,26.193535,-80.476683
2098,Yorba Linda Water District,N,CA,0.163526663,3.870993615,5/11/2017,5,10/1/2022,990000,1.5,3.870993615,25000,AA+,89,Orange,CA,Orange,33.675687,-117.777207
2099,Yorba Linda Water District,N,CA,3.735073486,6.017267306,5/11/2017,5,10/1/2026,1205000,2.13,6.017267306,30000,AA+,59,Orange,CA,Orange,33.675687,-117.777207
2100,Town of Wayland MA,N,MA,1.665211706,7.724045839,4/6/2017,5,5/1/2024,580000,1.98,7.724045839,100000,,91,Middlesex,MA,Middlesex,42.481718,-71.394916
2101,City of Waynesville MO,N,MO,1.605122822,59.13968438,7/27/2017,3,4/1/2024,145000,2.2,59.13968438,,,75,Pulaski,MO,Pulaski,37.824835,-92.207022
2102,Wayne County Water & Sewer Authority,N,NY,0.853204929,22.86848187,9/20/2017,4,6/15/2023,160000,1.47,22.86848187,,,75,Wayne,NY,Wayne,43.218114,-77.049402
2103,Wayne County Water & Sewer Authority,N,NY,1.822931337,25.85483268,9/20/2017,2,6/15/2024,165000,1.65,25.85483268,,,40,Wayne,NY,Wayne,43.218114,-77.049402
2104,Wayne County Water & Sewer Authority,N,NY,2.768297082,30.74862556,9/20/2017,2,6/15/2025,170000,1.85,30.74862556,80000,,25,Wayne,NY,Wayne,43.218114,-77.049402
