,Issuer Name,Insured Bonds,Mod Dur (Mid),Iss Spd Wst,Issue Date,Cpn,Maturity,Mty Size,Yield at Issue,YTW Sprd to Mty at Iss,MSRB Volume,BBG Composite,LQA Score,County,State
1928,State of Nevada,N,3.65497890660202,15.069673972602748,11/7/2017,5.0,8/1/2026,310000,1.99,15.069673972602748,10000.0,AA+,69,Carson City, NV
1929,State of Nevada,N,4.486214696611524,15.409690410958898,11/7/2017,5.0,8/1/2027,310000,2.09,15.409690410958898,5000.0,AA+,50,Carson City, NV
1930,Village of Prairie du Sac WI,N,1.5303583308749462,13.44151549203132,3/23/2017,2.5,3/1/2024,125000,2.0,13.44151549203132,,,78,Sauk, WI
1931,Village of Richton Park IL,Y,1.2860431951392528,121.34507487995636,9/28/2017,4.0,12/1/2023,245000,2.6,121.34507487995636,,,84,Cook, IL
1932,Village of Richton Park IL,Y,3.9474590711308135,134.7798617617317,9/28/2017,4.0,12/1/2026,275000,3.15,134.7798617617317,,,64,Cook, IL
1933,Village of Richton Park IL,Y,2.207139614346274,126.68845849043635,9/28/2017,4.0,12/1/2024,250000,2.8000000000000003,126.68845849043635,40000.0,,76,Cook, IL
1934,State of Minnesota,N,0.8092173678293385,18.96006863885087,11/9/2017,3.5,6/1/2023,335000,2.25,18.96006863885087,,AA+,86,Ramsey, MN
1935,State of Minnesota,N,3.586008911132831,39.636914302554025,11/9/2017,2.7,6/1/2026,365000,2.7,39.636914302554025,,AA+,50,Ramsey, MN
1936,Massachusetts Clean Water Trust/The,N,2.3643930743023063,6.781479715883121,4/13/2017,5.0,2/1/2025,8235000,2.06,6.781479715883121,140000.0,AAA,84,Suffolk, MA
1937,State of Vermont,N,0.036101505287352224,1.5623619855375193,9/13/2017,2.25,8/15/2022,1725000,1.17,1.5623619855375193,,AA+,99,Washington, VT
1938,State of Vermont,N,4.427278785105433,11.995412412513872,9/13/2017,5.0,8/15/2027,1500000,1.97,11.995412412513872,15000.0,AA+,67,Washington, VT
1939,City of Verona WI,N,0.8198358776318178,19.40027244815161,7/20/2017,2.0,6/1/2023,340000,1.55,19.40027244815161,,,83,Dane, WI
1940,Western Riverside Water & Wastewater Financing Authority,N,0.08044981775491995,97.37645781189951,4/12/2017,2.375,9/1/2022,195000,2.57,97.37645781189951,,,100,#N/A Field Not Applicable,
1941,Western Riverside Water & Wastewater Financing Authority,N,1.0495664526398278,110.49064259905595,4/12/2017,2.625,9/1/2023,195000,2.87,110.49064259905595,,,84,#N/A Field Not Applicable,
1942,Western Riverside Water & Wastewater Financing Authority,N,1.9416392836152019,114.00965677867238,4/12/2017,5.0,9/1/2024,200000,3.0700000000000003,114.00965677867238,,,77,#N/A Field Not Applicable,
1943,Stuart Municipal Utilities Electric Revenue,N,0.5705379876786565,67.32168493150684,12/28/2017,2.75,3/1/2023,275000,2.3000000000000003,67.32168493150684,,,89,Guthrie, IA
1944,Stuart Municipal Utilities Electric Revenue,N,1.5279115791304347,72.1503589041096,12/28/2017,2.75,3/1/2024,285000,2.4000000000000004,72.1503589041096,,,73,Guthrie, IA
1945,Stuart Municipal Utilities Electric Revenue,N,2.4513339926688174,75.45856438356165,12/28/2017,3.0,3/1/2025,290000,2.5,75.45856438356165,,,61,Guthrie, IA
1946,City of Sugar Land TX Waterworks & Sewer System Revenue,N,0.036099905901235047,19.182172404232766,4/15/2017,5.0,8/15/2022,775000,1.9100000000000001,19.182172404232766,,AA,96,Fort Bend, TX
1947,City of Sugar Land TX Waterworks & Sewer System Revenue,N,0.9936451703921768,22.596404596591757,4/15/2017,5.0,8/15/2023,815000,2.11,22.596404596591757,165000.0,AA,90,Fort Bend, TX
1948,City of Sugar Land TX Waterworks & Sewer System Revenue,N,1.906487258304892,23.452742581472297,4/15/2017,5.0,8/15/2024,855000,2.2800000000000002,23.452742581472297,20000.0,AA,84,Fort Bend, TX
1949,City of Sugar Land TX Waterworks & Sewer System Revenue,N,2.7803962843390186,24.40525037592014,4/15/2017,5.0,8/15/2025,900000,2.44,24.40525037592014,75000.0,AA,74,Fort Bend, TX
1950,City of Sugar Land TX Waterworks & Sewer System Revenue,N,3.6179720975855725,24.730552912503924,4/15/2017,5.0,8/15/2026,945000,2.57,24.730552912503924,100000.0,AA,66,Fort Bend, TX
1951,City of Sulphur Springs TX,N,0.08047660146250182,17.789990578656443,8/1/2017,4.0,9/1/2022,390000,1.4000000000000001,17.789990578656443,,,97,Hopkins, TX
1952,City of Sulphur Springs TX,N,1.0423847412100598,17.840323228988343,8/1/2017,4.0,9/1/2023,405000,1.55,17.840323228988343,,,84,Hopkins, TX
1953,City of Sulphur Springs TX,N,1.9670309336115877,17.707419007748015,8/1/2017,4.0,9/1/2024,425000,1.7000000000000002,17.707419007748015,,,77,Hopkins, TX
1954,City of Sulphur Springs TX,N,2.85826735507593,17.700594148878768,8/1/2017,4.0,9/1/2025,160000,1.85,17.700594148878768,,,68,Hopkins, TX
1955,City of Sulphur Springs TX,N,3.7175394143864247,19.333599558952173,8/1/2017,4.0,9/1/2026,165000,2.0,19.333599558952173,50000.0,,59,Hopkins, TX
1956,City of Sulphur Springs TX,N,4.546470251828515,23.503665561938035,8/1/2017,4.0,9/1/2027,170000,2.15,23.503665561938035,,,51,Hopkins, TX
1957,Sunfield Municipal Utility District No 1,Y,0.08047232804738187,47.503964637772356,2/1/2017,3.0,9/1/2022,160000,2.25,47.503964637772356,,A,98,Hays, TX
1958,Sunfield Municipal Utility District No 1,Y,1.048798843136261,54.81152979655815,2/1/2017,3.0,9/1/2023,165000,2.45,54.81152979655815,,A,83,Hays, TX
1959,Sunfield Municipal Utility District No 1,Y,1.9873631323822336,57.20204038775365,2/1/2017,3.0,9/1/2024,175000,2.6,57.20204038775365,,A,74,Hays, TX
1960,Grand Mission Municipal Utility District No 2,Y,0.08045689694250975,53.876822526782185,9/1/2017,4.0,9/1/2022,175000,1.7000000000000002,53.876822526782185,,AA-,97,Harris, TX
1961,Grand Mission Municipal Utility District No 2,Y,1.047548140221116,54.11132521272259,9/1/2017,3.0,9/1/2023,175000,1.85,54.11132521272259,,AA-,84,Harris, TX
1962,Grand Mission Municipal Utility District No 2,Y,1.9850919641250502,54.01423726458239,9/1/2017,3.0,9/1/2024,175000,2.0,54.01423726458239,,AA-,70,Harris, TX
1963,City of Upper Arlington OH,N,0.32943584646362545,-12.667882778638573,1/10/2017,3.0,12/1/2022,885000,1.8800000000000001,-12.667882778638573,,AAA,99,Franklin, OH
1964,City of Upper Arlington OH,N,1.2980995106227087,-10.141815816983701,1/10/2017,3.0,12/1/2023,895000,2.04,-10.141815816983701,,AAA,87,Franklin, OH
1965,City of Upper Arlington OH,N,2.2385801189076924,-13.724716960493666,1/10/2017,3.0,12/1/2024,910000,2.14,-13.724716960493666,,AAA,79,Franklin, OH
1966,City of Upper Arlington OH,N,3.1526502988945664,-15.030552450852364,1/10/2017,3.0,12/1/2025,920000,2.25,-15.030552450852364,,AAA,70,Franklin, OH
1967,Williamson County Municipal Utility District No 13,Y,0.03609184205267277,47.98380579677526,2/28/2017,4.75,8/15/2022,115000,2.25,47.98380579677526,,,89,Williamson, TX
1968,Williamson County Municipal Utility District No 13,Y,1.0090628937321597,49.30477904348463,2/28/2017,2.25,8/15/2023,120000,2.4000000000000004,49.30477904348463,,,81,Williamson, TX
1969,Williamson County Municipal Utility District No 13,Y,1.958274638174762,50.81643534913623,2/28/2017,2.25,8/15/2024,125000,2.5500000000000003,50.81643534913623,,,66,Williamson, TX
1970,Williamson County Municipal Utility District No 22,N,0.08045944977214321,92.58657063654805,6/8/2017,2.35,9/1/2022,50000,2.35,92.58657063654805,,,99,Williamson, TX
1971,Williamson County Municipal Utility District No 22,N,1.0508787172519252,96.32910324168778,6/8/2017,2.55,9/1/2023,50000,2.5500000000000003,96.32910324168778,,,79,Williamson, TX
1972,Williamson County Municipal Utility District No 22,N,1.990829138590248,99.94994153825787,6/8/2017,2.75,9/1/2024,50000,2.75,99.94994153825787,,,65,Williamson, TX
1973,Williamson County Municipal Utility District No 12,Y,0.03609442758176819,88.12303296479446,9/28/2017,5.0,8/15/2022,185000,2.0,88.12303296479446,,AA-,97,Williamson, TX
1974,Williamson County Municipal Utility District No 12,Y,0.9914074641787285,88.40008289458872,9/28/2017,5.0,8/15/2023,195000,2.15,88.40008289458872,,AA-,90,Williamson, TX
1975,Williamson County Municipal Utility District No 12,Y,1.9013882851899828,88.3438269105133,9/28/2017,5.0,8/15/2024,205000,2.3000000000000003,88.3438269105133,60000.0,AA-,83,Williamson, TX
1976,Williamson County Municipal Utility District No 19,N,0.03609110472596602,106.52487827015757,9/7/2017,3.0,8/15/2022,60000,2.2,106.52487827015757,,,99,Travis, TX
1977,Williamson County Municipal Utility District No 19,N,1.0035358550135671,111.77102936090138,9/7/2017,3.0,8/15/2023,60000,2.4000000000000004,111.77102936090138,,,85,Travis, TX
1978,Williamson County Municipal Utility District No 19,N,1.9408977518962571,116.68935172465149,9/7/2017,3.0,8/15/2024,65000,2.6,116.68935172465149,,,71,Travis, TX
1979,City of West Liberty IA,N,0.8178566529121174,43.15979379974178,6/1/2017,3.0,6/1/2023,100000,2.0,43.15979379974178,,,72,Muscatine, IA
1980,City of West Liberty IA,N,1.7724200897699103,41.93482717242325,6/1/2017,3.0,6/1/2024,100000,2.15,41.93482717242325,,,52,Muscatine, IA
1981,City of West Liberty IA,N,2.699051001532878,40.89281046953099,6/1/2017,3.0,6/1/2025,105000,2.3000000000000003,40.89281046953099,,,39,Muscatine, IA
1982,Town of West Newbury MA,N,1.076731968411967,9.456192576768064,9/28/2017,5.0,9/15/2023,40000,1.4000000000000001,9.456192576768064,,,89,Essex, MA
1983,Town of West Newbury MA,N,1.9900698777709775,9.749898434649417,9/28/2017,5.0,9/15/2024,40000,1.55,9.749898434649417,,,81,Essex, MA
1984,Town of West Newbury MA,N,2.8648606556122496,14.976123126432729,9/28/2017,5.0,9/15/2025,45000,1.75,14.976123126432729,,,73,Essex, MA
1985,Town of West Newbury MA,N,3.703547545630118,16.833675091051536,9/28/2017,5.0,9/15/2026,45000,1.9000000000000001,16.833675091051536,,,65,Essex, MA
1986,Town of West Newbury MA,N,4.508279831512759,21.320384504493983,9/28/2017,5.0,9/15/2027,45000,2.05,21.320384504493983,,,60,Essex, MA
1987,City of West Sacramento CA,N,0.08044978762198386,115.7165535222962,9/6/2017,2.0,9/1/2022,130000,2.3000000000000003,115.7165535222962,,,99,Yolo, CA
1988,City of West Sacramento CA,N,1.0522018689115749,114.7014344137023,9/6/2017,2.25,9/1/2023,135000,2.44,114.7014344137023,,,80,Yolo, CA
1989,City of West Sacramento CA,N,2.0007070483982305,121.36657588990558,9/6/2017,2.25,9/1/2024,130000,2.66,121.36657588990558,,,63,Yolo, CA
1990,City of West Sacramento CA,N,2.9148188010371623,127.04026960622767,9/6/2017,2.5,9/1/2025,135000,2.87,127.04026960622767,,,47,Yolo, CA
1991,City of West Sacramento CA,N,3.6360994305792596,127.35108290409696,9/6/2017,5.0,9/1/2026,140000,3.0100000000000002,127.35108290409696,,,41,Yolo, CA
1992,City of West Sacramento CA,N,4.624591353975607,131.20719280824343,9/6/2017,3.0,9/1/2027,150000,3.16,131.20719280824343,,,28,Yolo, CA
1993,West Sacramento Financing Authority,Y,0.16363252243468704,0.3079726027397145,11/7/2017,4.0,10/1/2022,320000,1.41,0.3079726027397145,,,96,Yolo, CA
1994,West Sacramento Financing Authority,Y,1.1263410866934875,3.825095890410979,11/7/2017,4.0,10/1/2023,335000,1.57,3.825095890410979,60000.0,,88,Yolo, CA
1995,West Sacramento Financing Authority,Y,2.051896808805327,6.949424657534231,11/7/2017,4.0,10/1/2024,345000,1.73,6.949424657534231,,,77,Yolo, CA
1996,West Sacramento Financing Authority,Y,2.943660745521231,8.022402739726054,11/7/2017,4.0,10/1/2025,360000,1.87,8.022402739726054,,,66,Yolo, CA
1997,West Sacramento Financing Authority,Y,3.8030402544489292,10.656046575342426,11/7/2017,4.0,10/1/2026,375000,2.0100000000000002,10.656046575342426,,,58,Yolo, CA
1998,West Sacramento Financing Authority,Y,4.631688693005996,16.71868767123288,11/7/2017,4.0,10/1/2027,390000,2.16,16.71868767123288,,,52,Yolo, CA
1999,West Williamson County Municipal Utility District No 1,N,0.08046077653106454,107.1050181807949,3/1/2017,2.85,9/1/2022,50000,2.85,107.1050181807949,,,95,#N/A Field Not Applicable,
2000,West Williamson County Municipal Utility District No 1,N,1.0478688538644696,108.33202357213123,3/1/2017,3.0,9/1/2023,75000,3.0,108.33202357213123,,,74,#N/A Field Not Applicable,
2001,West Williamson County Municipal Utility District No 1,N,1.9812123682541272,114.6965410025405,3/1/2017,3.2,9/1/2024,75000,3.2,114.6965410025405,,,62,#N/A Field Not Applicable,
2002,County of Westchester NY,N,0.8962735583845488,-8.61290410958906,12/14/2017,5.0,7/1/2023,985000,1.6600000000000001,-8.61290410958906,250000.0,AA+,90,Westchester, NY
2003,County of Westchester NY,N,1.8303389391141967,-10.991627397260274,12/14/2017,5.0,7/1/2024,1035000,1.72,-10.991627397260274,30000.0,AA+,85,Westchester, NY
2004,County of Westchester NY,N,2.723825066531276,-13.69643561643834,12/14/2017,5.0,7/1/2025,1085000,1.78,-13.69643561643834,,AA+,76,Westchester, NY
2005,County of Westchester NY,N,3.580147643018865,-15.215210958904102,12/14/2017,5.0,7/1/2026,1140000,1.85,-15.215210958904102,30000.0,AA+,70,Westchester, NY
2006,County of Westchester NY,N,4.4024124679325105,-14.06894794520548,12/14/2017,5.0,7/1/2027,1195000,1.93,-14.06894794520548,,AA+,63,Westchester, NY
2007,State of Texas,N,0.005554049985052472,14.945470765853152,6/20/2017,5.0,8/1/2022,1855000,1.42,14.945470765853152,30000.0,AAA,97,Travis, TX
2008,State of Texas,N,2.8053690283018486,18.32965801700446,6/20/2017,5.0,8/1/2025,515000,1.93,18.32965801700446,,AAA,75,Travis, TX
2009,State of Texas,N,3.6595359795066513,21.5461351333208,6/20/2017,5.0,8/1/2026,580000,2.1,21.5461351333208,,AAA,68,Travis, TX
2010,Texas Water Development Board,N,1.1669542521219787,39.123761908344726,10/12/2017,2.38,10/15/2023,545000,2.38,39.123761908344726,,AAA,82,Travis, TX
2011,Texas Water Development Board,N,2.1055837735522656,49.539365954587566,10/12/2017,2.59,10/15/2024,555000,2.59,49.539365954587566,,AAA,69,Travis, TX
2012,Texas Water Development Board,N,3.8919320418759313,61.514840329008315,10/12/2017,2.82,10/15/2026,465000,2.82,61.514840329008315,,AAA,55,Travis, TX
2013,Texas Water Development Board,N,4.736154815029698,66.48148452224501,10/12/2017,2.92,10/15/2027,480000,2.92,66.48148452224501,,AAA,49,Travis, TX
2014,Texas Water Development Board,N,4.890534389903888,21.32415890410959,10/12/2017,2.0,10/15/2027,120000,2.13,21.32415890410959,,AAA,51,Travis, TX
2015,City of Thief River Falls MN,N,1.4631580506118724,12.299028915581257,5/25/2017,3.0,2/1/2024,215000,1.8,12.299028915581257,50000.0,,85,Pennington, MN
2016,City of Thief River Falls MN,N,2.4037310995915946,6.071732709769306,5/25/2017,3.0,2/1/2025,220000,1.9000000000000001,6.071732709769306,,,78,Pennington, MN
2017,City of Thief River Falls MN,N,3.3176990825942294,1.0823034814251509,5/25/2017,3.0,2/1/2026,230000,2.0,1.0823034814251509,,,72,Pennington, MN
2018,City of Thief River Falls MN,N,4.205415096134232,-1.3494754534336018,5/25/2017,3.0,2/1/2027,235000,2.1,-1.3494754534336018,,,68,Pennington, MN
2019,City of Thief River Falls MN,N,0.49441614288065483,28.02451265178494,8/15/2017,3.0,2/1/2023,120000,1.6500000000000001,28.02451265178494,,,89,Pennington, MN
2020,City of Thief River Falls MN,N,1.4628283037266017,28.449818279068474,8/15/2017,3.0,2/1/2024,120000,1.8,28.449818279068474,,,75,Pennington, MN
2021,City of Thief River Falls MN,N,2.402765241658696,28.58799733550128,8/15/2017,3.0,2/1/2025,125000,1.95,28.58799733550128,,,66,Pennington, MN
2022,City of Wichita KS Water & Sewer Utility Revenue,N,0.1636874344009771,14.253687128294935,6/1/2017,5.0,10/1/2022,2590000,1.58,14.253687128294935,1330000.0,,96,Sedgwick, KS
2023,City of Wichita KS Water & Sewer Utility Revenue,N,2.034176898449319,18.60943766410479,6/1/2017,5.0,10/1/2024,2855000,1.95,18.60943766410479,,,70,Sedgwick, KS
2024,City of Wichita KS Water & Sewer Utility Revenue,N,2.9084306812795826,20.933599719732122,6/1/2017,5.0,10/1/2025,3005000,2.13,20.933599719732122,90000.0,,65,Sedgwick, KS
2025,Wilbarger Creek Municipal Utility District No 2,Y,0.08047087570079536,91.15438125906532,5/2/2017,4.0,9/1/2022,5000,2.5,91.15438125906532,,AA-,95,Travis, TX
2026,Wilbarger Creek Municipal Utility District No 2,Y,1.0418961837935259,94.20090599229856,5/2/2017,4.0,9/1/2023,5000,2.7,94.20090599229856,,AA-,86,Travis, TX
2027,Wilbarger Creek Municipal Utility District No 2,Y,1.9657970175541475,97.61369579804334,5/2/2017,4.0,9/1/2024,5000,2.9000000000000004,97.61369579804334,,AA-,73,Travis, TX
2028,Wilkinsburg-Penn Joint Water Authority/The,N,0.11930324105882095,40.59534944070793,4/26/2017,5.0,9/15/2022,1035000,2.0,40.59534944070793,15000.0,,88,Allegheny, PA
2029,Williamson County Water Sewer Irrigation & Drainage District No 3,Y,0.08046605824859088,36.62526819284355,9/13/2017,2.0,9/1/2022,125000,1.55,36.62526819284355,,A+,97,Travis, TX
2030,Williamson County Water Sewer Irrigation & Drainage District No 3,Y,1.0553287240902836,36.87780927048112,9/13/2017,2.0,9/1/2023,125000,1.7000000000000002,36.87780927048112,,A+,72,Travis, TX
2031,Williamson County Water Sewer Irrigation & Drainage District No 3,Y,2.009180782144475,41.71952695906813,9/13/2017,2.0,9/1/2024,125000,1.9000000000000001,41.71952695906813,,A+,54,Travis, TX
2032,City of Tucson AZ Water System Revenue,N,0.8941651013692001,11.39147921581307,6/28/2017,5.0,7/1/2023,5425000,1.47,11.39147921581307,20000.0,AA,86,Pima, AZ
2033,City of Tucson AZ Water System Revenue,N,3.5799581292689058,16.1421276626847,6/28/2017,5.0,7/1/2026,7580000,1.94,16.1421276626847,25000.0,AA,75,Pima, AZ
2034,City of Tulare CA Water Revenue,Y,0.32946675704574835,10.929643835616432,12/6/2017,4.0,12/1/2022,365000,1.6300000000000001,10.929643835616432,,,89,#N/A Field Not Applicable,
2035,City of Tulare CA Water Revenue,Y,2.216785061400028,12.728849315068501,12/6/2017,4.0,12/1/2024,395000,1.86,12.728849315068501,,,58,#N/A Field Not Applicable,
2036,City of Tulare CA Water Revenue,Y,3.1083282330646456,13.484027397260267,12/6/2017,4.0,12/1/2025,415000,1.98,13.484027397260267,25000.0,,47,#N/A Field Not Applicable,
2037,City of Tulare CA Water Revenue,Y,3.9674958601024657,17.002657534246566,12/6/2017,4.0,12/1/2026,430000,2.11,17.002657534246566,,,40,#N/A Field Not Applicable,
2038,Turtle Run Community Development District,Y,0.7365695956663113,82.73876712328764,11/29/2017,2.125,5/1/2023,85000,2.32,82.73876712328764,,AA-,85,Broward, FL
2039,Turtle Run Community Development District,Y,3.536882276875729,95.217301369863,11/29/2017,2.6,5/1/2026,90000,2.7600000000000002,95.217301369863,225000.0,AA-,48,Broward, FL
2040,Turtle Run Community Development District,Y,5.2507393131978,103.54195616438355,11/29/2017,2.875,5/1/2028,95000,3.0,103.54195616438355,,AA-,35,Broward, FL
2041,Village of Sussex WI Water System Revenue,Y,0.8165057698155687,33.99813523079278,9/12/2017,3.0,6/1/2023,100000,1.6,33.99813523079278,,AA-,87,Waukesha, WI
2042,Village of Sussex WI Water System Revenue,Y,1.769396405820347,34.08485758530018,9/12/2017,3.0,6/1/2024,100000,1.75,34.08485758530018,,AA-,76,Waukesha, WI
2043,Village of Sussex WI Water System Revenue,Y,2.6947121030588246,34.028140596846335,9/12/2017,3.0,6/1/2025,200000,1.9000000000000001,34.028140596846335,,AA-,66,Waukesha, WI
2044,Village of Sussex WI Water System Revenue,Y,3.593276178761996,30.138485891085274,9/12/2017,3.0,6/1/2026,200000,2.0,30.138485891085274,,AA-,58,Waukesha, WI
2045,City of Sweeny TX,Y,0.5229589138893628,88.07822355077018,1/1/2017,4.0,2/15/2023,50000,2.9000000000000004,88.07822355077018,,,85,Brazoria, TX
2046,City of Sweeny TX,Y,3.2480825100071087,79.82851160216242,1/1/2017,4.0,2/15/2026,60000,3.2,79.82851160216242,,,74,Brazoria, TX
2047,City of Sweeny TX,Y,1.4656660369505086,84.6651207098842,1/1/2017,4.0,2/15/2024,55000,3.0,84.6651207098842,,,88,Brazoria, TX
2048,City of Sweeny TX,Y,2.3732323867685468,81.49962811686873,1/1/2017,4.0,2/15/2025,55000,3.1,81.49962811686873,,,81,Brazoria, TX
2049,Sweetwater Authority,N,0.6483388231420069,9.251041095890411,12/12/2017,5.0,4/1/2023,510000,1.8,9.251041095890411,,,94,San Diego, CA
2050,Sweetwater Authority,N,1.582152603318162,8.98233424657533,12/12/2017,5.0,4/1/2024,535000,1.9000000000000001,8.98233424657533,,,86,San Diego, CA
2051,Sweetwater Authority,N,2.4750315763004567,8.67582739726027,12/12/2017,5.0,4/1/2025,565000,2.0,8.67582739726027,60000.0,,78,San Diego, CA
2052,Sweetwater Authority,N,3.330775303993504,13.315112328767098,12/12/2017,5.0,4/1/2026,595000,2.15,13.315112328767098,,,72,San Diego, CA
2053,Sweetwater Authority,N,4.152295006186953,15.214515068493162,12/12/2017,5.0,4/1/2027,620000,2.25,15.214515068493162,30000.0,,67,San Diego, CA
2054,Sweetwater Authority,N,4.941703668350394,21.191391780821924,12/12/2017,5.0,4/1/2028,655000,2.38,21.191391780821924,80000.0,,63,San Diego, CA
